,Month,Municipality,Offence group and specifier for criminal act,Information,value
236,2009M08,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
237,2009M08,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
238,2009M08,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
239,2009M08,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
240,2009M09,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),173.0
241,2009M09,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),57.0
242,2009M09,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),66.0
243,2009M09,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),34.0
244,2009M09,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),16.0
245,2009M09,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
246,2009M09,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
247,2009M09,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),14.0
248,2009M09,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),2.0
249,2009M09,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
250,2009M09,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),50.0
251,2009M09,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
252,2009M09,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
253,2009M09,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
254,2009M09,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
255,2009M09,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
256,2009M09,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
257,2009M09,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
258,2009M09,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
259,2009M09,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
260,2009M09,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
261,2009M09,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
262,2009M09,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
263,2009M09,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
264,2009M09,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
265,2009M09,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
266,2009M09,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
267,2009M09,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
268,2009M09,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
269,2009M09,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
270,2009M10,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),174.0
271,2009M10,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),66.0
272,2009M10,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),65.0
273,2009M10,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),36.0
274,2009M10,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),6.0
275,2009M10,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),2.0
276,2009M10,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
277,2009M10,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),20.0
278,2009M10,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),1.0
279,2009M10,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
280,2009M10,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),43.0
281,2009M10,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
282,2009M10,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
283,2009M10,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
284,2009M10,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
285,2009M10,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
286,2009M10,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
287,2009M10,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
288,2009M10,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
289,2009M10,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
290,2009M10,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
291,2009M10,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
292,2009M10,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
293,2009M10,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
294,2009M10,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
295,2009M10,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
296,2009M10,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
297,2009M10,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
298,2009M10,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
299,2009M10,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
300,2009M11,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),180.0
301,2009M11,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),92.0
302,2009M11,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),50.0
303,2009M11,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),26.0
304,2009M11,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),13.0
305,2009M11,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
306,2009M11,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
307,2009M11,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),10.0
308,2009M11,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),1.0
309,2009M11,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
310,2009M11,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),38.0
311,2009M11,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
312,2009M11,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
313,2009M11,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
314,2009M11,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
315,2009M11,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
316,2009M11,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
317,2009M11,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
318,2009M11,WHOLE COUNTRY,1304a7 Rape in unknown place,Offences known to the authorities (number),
319,2009M11,WHOLE COUNTRY,"1305 Sexual assault, aggravated sexual assault, sexual abuse 20:3-5§",Offences known to the authorities (number),
320,2009M11,WHOLE COUNTRY,1306 Sexual harassment 20:6§,Offences known to the authorities (number),
321,2009M11,WHOLE COUNTRY,1306a1 Sexual harrasment on internet,Offences known to the authorities (number),
322,2009M11,WHOLE COUNTRY,1307 Non-consensual dissemination of a sexual image 20:7§,Offences known to the authorities (number),
323,2009M11,WHOLE COUNTRY,1307a1 Non-consensual dissemination of a sexual image on internet,Offences known to the authorities (number),
324,2009M11,WHOLE COUNTRY,"1308 Pandering, aggravated pandering, abuse of a victim of prostitution 20:8,10-11§",Offences known to the authorities (number),
325,2009M11,WHOLE COUNTRY,"1309 Rape of a child, aggravated rape of a child 20:12-13§",Offences known to the authorities (number),
326,2009M11,WHOLE COUNTRY,"1310 Sexual assault of a child, sexual abuse of a child, offering compensation to a young person for a sexual act, solicitation of a child for sexual purposes 20:14-20:16, 20:18§",Offences known to the authorities (number),
327,2009M11,WHOLE COUNTRY,"1310a1 Sexuall offence against child,  20:14-20:16, 20:18§, on internet",Offences known to the authorities (number),
328,2009M11,WHOLE COUNTRY,"1311 Dissemination of a sexually offensive image of a child, possession of a sexually offensive image of a child, following a sexually offensive performance of a child 20:19-22§",Offences known to the authorities (number),
329,2009M11,WHOLE COUNTRY,"1311a1 Dissemination, possession or following a sexually offensive performance of a child on internet",Offences known to the authorities (number),
330,2009M12,WHOLE COUNTRY,13 Sexual crimes,Offences known to the authorities (number),143.0
331,2009M12,WHOLE COUNTRY,"1301 Sexual abuse of a child, aggravated sexual abuse of a child, aggravated rape of a child 20:6-7, 7b (-2022)",Offences known to the authorities (number),73.0
332,2009M12,WHOLE COUNTRY,"1302 Rape, aggravated rape, rape (3 mom) 20:1-2 (-2022)",Offences known to the authorities (number),44.0
333,2009M12,WHOLE COUNTRY,1302a1 Rape in a private dwelling (-2022),Offences known to the authorities (number),21.0
334,2009M12,WHOLE COUNTRY,1302a2 Rape in other private place (-2022),Offences known to the authorities (number),13.0
335,2009M12,WHOLE COUNTRY,1302a3 Rape in a public business centre (-2022),Offences known to the authorities (number),0.0
336,2009M12,WHOLE COUNTRY,1302a4 Rape in a public occasion (-2022),Offences known to the authorities (number),0.0
337,2009M12,WHOLE COUNTRY,1302a5 Rape in other public place (-2022),Offences known to the authorities (number),10.0
338,2009M12,WHOLE COUNTRY,"1302a6 Rape in a restaurant, etc. (-2022)",Offences known to the authorities (number),0.0
339,2009M12,WHOLE COUNTRY,1302a7 Rape in unknown place (-2022),Offences known to the authorities (number),0.0
340,2009M12,WHOLE COUNTRY,"1303 Other sexual crimes 20:4-5,5a, 8-9 (-2022)",Offences known to the authorities (number),26.0
341,2009M12,WHOLE COUNTRY,"1304 Rape, aggravated rape 20:1-2",Offences known to the authorities (number),
342,2009M12,WHOLE COUNTRY,1304a1 Rape in a private dwelling,Offences known to the authorities (number),
343,2009M12,WHOLE COUNTRY,1304a2 Rape in other private place,Offences known to the authorities (number),
344,2009M12,WHOLE COUNTRY,1304a3 Rape in a public business centre,Offences known to the authorities (number),
345,2009M12,WHOLE COUNTRY,1304a4 Rape in a public occasion,Offences known to the authorities (number),
346,2009M12,WHOLE COUNTRY,1304a5 Rape in other public place,Offences known to the authorities (number),
347,2009M12,WHOLE COUNTRY,"1304a6 Rape in a restaurant, etc.",Offences known to the authorities (number),
